"","Title","Artist","track_title","line","lyric"
"2444","Time In A Bottle","Jim Croce","Time in a Bottle",10,"To do the things you want to do, once you find them"
"2445","Time In A Bottle","Jim Croce","Time in a Bottle",11,"I've looked around enough to know"
"2446","Time In A Bottle","Jim Croce","Time in a Bottle",12,"That you're the one I want to go through time with{Bridge}"
"2447","Time In A Bottle","Jim Croce","Time in a Bottle",13,"If I had a box just for wishes"
"2448","Time In A Bottle","Jim Croce","Time in a Bottle",14,"And dreams that had never come true"
"2449","Time In A Bottle","Jim Croce","Time in a Bottle",15,"The box would be empty, except for the memory of how"
"2450","Time In A Bottle","Jim Croce","Time in a Bottle",16,"They were answered by you"
"2451","Time In A Bottle","Jim Croce","Time in a Bottle",17,"But there never seems to be enough time"
"2452","Time In A Bottle","Jim Croce","Time in a Bottle",18,"To do the things you want to do, once you find them"
"2453","Time In A Bottle","Jim Croce","Time in a Bottle",19,"I've looked around enough to know"
"2454","Time In A Bottle","Jim Croce","Time in a Bottle",20,"That you're the one I want to go through time with{Outro}"
"2455","Show And Tell","Al Wilson","Show and Tell",1,"These are the eyes"
"2456","Show And Tell","Al Wilson","Show and Tell",2,"That never knew how to smile"
"2457","Show And Tell","Al Wilson","Show and Tell",3,"Till you came into my life (do-do-do-do-do)"
"2458","Show And Tell","Al Wilson","Show and Tell",4,"And these are the arms"
"2459","Show And Tell","Al Wilson","Show and Tell",5,"That long to lock you inside every day"
"2460","Show And Tell","Al Wilson","Show and Tell",6,"And every night"
"2461","Show And Tell","Al Wilson","Show and Tell",7,"(Do-do-do-do-do)"
"2462","Show And Tell","Al Wilson","Show and Tell",8,"Girl, and here is the soul of"
"2463","Show And Tell","Al Wilson","Show and Tell",9,"Which you've taken control"
"2464","Show And Tell","Al Wilson","Show and Tell",10,"Can'tcha see I'm tryin' to show love is right"
"2465","Show And Tell","Al Wilson","Show and Tell",11,"Whoa, oh, oh, oh show and tell"
"2466","Show And Tell","Al Wilson","Show and Tell",12,"Just a game I play"
"2467","Show And Tell","Al Wilson","Show and Tell",13,"When I wanna say ""I love you"""
"2468","Show And Tell","Al Wilson","Show and Tell",14,"Girl, so show me and tell me"
"2469","Show And Tell","Al Wilson","Show and Tell",15,"That you feel the same way too"
"2470","Show And Tell","Al Wilson","Show and Tell",16,"Say you do, baby"
"2471","Show And Tell","Al Wilson","Show and Tell",17,"These are the hands"
"2472","Show And Tell","Al Wilson","Show and Tell",18,"That can't help reaching for you"
"2473","Show And Tell","Al Wilson","Show and Tell",19,"If you're anywhere in sight"
"2474","Show And Tell","Al Wilson","Show and Tell",20,"(Anywhere in sight)"
"2475","Show And Tell","Al Wilson","Show and Tell",21,"And these are the lips"
"2476","Show And Tell","Al Wilson","Show and Tell",22,"That can't help callin' your name"
"2477","Show And Tell","Al Wilson","Show and Tell",23,"In the middle of the night"
"2478","Show And Tell","Al Wilson","Show and Tell",24,"(Middle of the night)"
"2479","Show And Tell","Al Wilson","Show and Tell",25,"Whoa"
"2480","Show And Tell","Al Wilson","Show and Tell",26,"And here is the man"
"2481","Show And Tell","Al Wilson","Show and Tell",27,"Who needs to know where you stand"
"2482","Show And Tell","Al Wilson","Show and Tell",28,"Dontcha know I've done all I can"
"2483","Show And Tell","Al Wilson","Show and Tell",29,"So decide"
"2484","Show And Tell","Al Wilson","Show and Tell",30,"Whoa, oh, oh, oh show and tell"
"2485","Show And Tell","Al Wilson","Show and Tell",31,"Just a game I play"
"2486","Show And Tell","Al Wilson","Show and Tell",32,"When I wanna say ""I love you"" (I love you)"
"2487","Show And Tell","Al Wilson","Show and Tell",33,"Girl, so show me and tell me"
"2488","Show And Tell","Al Wilson","Show and Tell",34,"That you feel the same way too"
"2489","Show And Tell","Al Wilson","Show and Tell",35,"Say you do, say you do, baby, baby, baby"
"2490","Show And Tell","Al Wilson","Show and Tell",36,"Ahh, here is the soul"
"2491","Show And Tell","Al Wilson","Show and Tell",37,"Of which you've taken control"
"2492","Show And Tell","Al Wilson","Show and Tell",38,"Can't you see I'm tryin' to show love is right"
"2493","Show And Tell","Al Wilson","Show and Tell",39,"Ooh, girl, show and tell"
"2494","Show And Tell","Al Wilson","Show and Tell",40,"Just a game I play"
"2495","Show And Tell","Al Wilson","Show and Tell",41,"When I wanna say ""Oh, I love you"""
"2496","Show And Tell","Al Wilson","Show and Tell",42,"Girl, so show me and tell me"
"2497","Show And Tell","Al Wilson","Show and Tell",43,"That you feel the same way too"
"2498","Show And Tell","Al Wilson","Show and Tell",44,"Say you do, say you do, baby"
"2499","Show And Tell","Al Wilson","Show and Tell",45,"Whoa, oh, oh, oh"
"2500","Show And Tell","Al Wilson","Show and Tell",46,"Show and tell"
"2501","Show And Tell","Al Wilson","Show and Tell",47,"Just a game I play"
"2502","Show And Tell","Al Wilson","Show and Tell",48,"When I wanna say ""Oh, I love you"""
"2503","Show And Tell","Al Wilson","Show and Tell",49,"Girl, so show me and tell me"
"2504","Show And Tell","Al Wilson","Show and Tell",50,"That you feel the same way too"
"2505","Show And Tell","Al Wilson","Show and Tell",51,"Say you do, baby, baby"
"2506","Youre Sixteen","Ringo Starr","You're Sixteen",1,"You come on like a dream, peaches and cream"
"2507","Youre Sixteen","Ringo Starr","You're Sixteen",2,"Lips like strawberry wine"
"2508","Youre Sixteen","Ringo Starr","You're Sixteen",3,"You're sixteen, you're beautiful and you're mine"
"2509","Youre Sixteen","Ringo Starr","You're Sixteen",4,"You're all ribbons and curls, ooh, what a girl"
"2510","Youre Sixteen","Ringo Starr","You're Sixteen",5,"Eyes that sparkle and shine"
"2511","Youre Sixteen","Ringo Starr","You're Sixteen",6,"You're sixteen, you're beautiful and you're mine"
"2512","Youre Sixteen","Ringo Starr","You're Sixteen",7,"You're my baby, you're my pet"
"2513","Youre Sixteen","Ringo Starr","You're Sixteen",8,"We fell in love on the night we met"
"2514","Youre Sixteen","Ringo Starr","You're Sixteen",9,"You touched my hand, my heart went pop"
"2515","Youre Sixteen","Ringo Starr","You're Sixteen",10,"Ooh, when we kissed I could not stop"
"2516","Youre Sixteen","Ringo Starr","You're Sixteen",11,"You walked out of my dreams and into my arms"
"2517","Youre Sixteen","Ringo Starr","You're Sixteen",12,"Now you're my angel divine"
"2518","Youre Sixteen","Ringo Starr","You're Sixteen",13,"You're sixteen, you're beautiful and you're mine"
"2519","Youre Sixteen","Ringo Starr","You're Sixteen",14,"You're my baby, you're my pet"
"2520","Youre Sixteen","Ringo Starr","You're Sixteen",15,"We fell in love on the night we met"
"2521","Youre Sixteen","Ringo Starr","You're Sixteen",16,"You touched my hand, my heart went pop"
"2522","Youre Sixteen","Ringo Starr","You're Sixteen",17,"Ooh, when we kissed I could not stop"
"2523","Youre Sixteen","Ringo Starr","You're Sixteen",18,"You walked out of my dreams, and into my car"
"2524","Youre Sixteen","Ringo Starr","You're Sixteen",19,"Now you're my angel divine"
"2525","Youre Sixteen","Ringo Starr","You're Sixteen",20,"You're sixteen, you're beautiful, and you're mine"
"2526","Youre Sixteen","Ringo Starr","You're Sixteen",21,"You're sixteen, you're beautiful, and you're mine"
"2527","Youre Sixteen","Ringo Starr","You're Sixteen",22,"You're sixteen, so beautiful, and you're mine"
"2528","Youre Sixteen","Ringo Starr","You're Sixteen",23,"All mine, all mine, all mine"
"2529","Youre Sixteen","Ringo Starr","You're Sixteen",24,"All mine, all mine, all mine"
"2530","The Way We Were","Barbra Streisand","The Way We Were",1,"Hmmmmm hmmmmm"
"2531","The Way We Were","Barbra Streisand","The Way We Were",2,"Hmm hmm hmmmmmm hmmm hmmm hmm hmm"
"2532","The Way We Were","Barbra Streisand","The Way We Were",3,"Hmm hmm hmmmm hmmmm hmmmmm hmm"
"2533","The Way We Were","Barbra Streisand","The Way We Were",4,"Hmm hmm hmm hmm hmmmmmm"
"2534","The Way We Were","Barbra Streisand","The Way We Were",5,"Hmm hmm"
"2535","The Way We Were","Barbra Streisand","The Way We Were",6,"Memories"
"2536","The Way We Were","Barbra Streisand","The Way We Were",7,"Light the corners of my mind"
"2537","The Way We Were","Barbra Streisand","The Way We Were",8,"Misty water-colored memories"
"2538","The Way We Were","Barbra Streisand","The Way We Were",9,"Of the way we were"
"2539","The Way We Were","Barbra Streisand","The Way We Were",10,"Scattered pictures"
"2540","The Way We Were","Barbra Streisand","The Way We Were",11,"Of the smiles we left behind"
"2541","The Way We Were","Barbra Streisand","The Way We Were",12,"Smiles we gave to one another"
"2542","The Way We Were","Barbra Streisand","The Way We Were",13,"For the way we were"
"2543","The Way We Were","Barbra Streisand","The Way We Were",14,"Can it be that"
"2544","The Way We Were","Barbra Streisand","The Way We Were",15,"It was all so simple then?"
"2545","The Way We Were","Barbra Streisand","The Way We Were",16,"Or has time re-written every line?"
"2546","The Way We Were","Barbra Streisand","The Way We Were",17,"If we had the chance to do it all again"
"2547","The Way We Were","Barbra Streisand","The Way We Were",18,"Tell me, would we?"
"2548","The Way We Were","Barbra Streisand","The Way We Were",19,"Could we?"
"2549","The Way We Were","Barbra Streisand","The Way We Were",20,"Memories"
"2550","The Way We Were","Barbra Streisand","The Way We Were",21,"May be beautiful and yet"
"2551","The Way We Were","Barbra Streisand","The Way We Were",22,"What's too painful to remember"
"2552","The Way We Were","Barbra Streisand","The Way We Were",23,"We simply choose to forget"
"2553","The Way We Were","Barbra Streisand","The Way We Were",24,"So it's the laughter"
"2554","The Way We Were","Barbra Streisand","The Way We Were",25,"We will remember"
"2555","The Way We Were","Barbra Streisand","The Way We Were",26,"Whenever we remember"
"2556","The Way We Were","Barbra Streisand","The Way We Were",27,"The way we were"
"2557","The Way We Were","Barbra Streisand","The Way We Were",28,"The way we were"
"2558","The Way We Were","Barbra Streisand","The Way We Were",29,"Hmmmmm hmmmmm"
"2559","The Way We Were","Barbra Streisand","The Way We Were",30,"Hmm hmm hmmmmmm hmmm hmmm hmm hmm"
"2560","The Way We Were","Barbra Streisand","The Way We Were",31,"Hmmm hmmm hmmmmm hmmmmm hmmmmmmmmmmm"
"2561","Seasons In The Sun","Terry Jacks","Seasons in the Sun",1,"Goodbye to you, my trusted friend"
"2562","Seasons In The Sun","Terry Jacks","Seasons in the Sun",2,"We've known each other since we're nine or ten"
"2563","Seasons In The Sun","Terry Jacks","Seasons in the Sun",3,"Together we've climbed hills or trees"
"2564","Seasons In The Sun","Terry Jacks","Seasons in the Sun",4,"Learned of love and ABCsSkinned our hearts and skinned our knees"
"2565","Seasons In The Sun","Terry Jacks","Seasons in the Sun",5,"Goodbye my friend, it's hard to die"
"2566","Seasons In The Sun","Terry Jacks","Seasons in the Sun",6,"When all the birds are singing in the sky"
"2567","Seasons In The Sun","Terry Jacks","Seasons in the Sun",7,"Now that the Spring is in the air"
"2568","Seasons In The Sun","Terry Jacks","Seasons in the Sun",8,"Pretty girls are everywhere"
"2569","Seasons In The Sun","Terry Jacks","Seasons in the Sun",9,"Think of me and I'll be there"
"2570","Seasons In The Sun","Terry Jacks","Seasons in the Sun",10,"We had joy, we had fun"
"2571","Seasons In The Sun","Terry Jacks","Seasons in the Sun",11,"We had seasons in the sun"
"2572","Seasons In The Sun","Terry Jacks","Seasons in the Sun",12,"But the hills that we climbed"
"2573","Seasons In The Sun","Terry Jacks","Seasons in the Sun",13,"Were just seasons out of time"
"2574","Seasons In The Sun","Terry Jacks","Seasons in the Sun",14,"Goodbye Papa, please pray for me"
"2575","Seasons In The Sun","Terry Jacks","Seasons in the Sun",15,"I was the black sheep of the family"
"2576","Seasons In The Sun","Terry Jacks","Seasons in the Sun",16,"You tried to teach me right from wrong"
"2577","Seasons In The Sun","Terry Jacks","Seasons in the Sun",17,"Too much wine and too much song"
"2578","Seasons In The Sun","Terry Jacks","Seasons in the Sun",18,"Wonder how I got along"
"2579","Seasons In The Sun","Terry Jacks","Seasons in the Sun",19,"Goodbye Papa, it's hard to die"
"2580","Seasons In The Sun","Terry Jacks","Seasons in the Sun",20,"When all the birds are singing in the sky"
"2581","Seasons In The Sun","Terry Jacks","Seasons in the Sun",21,"Now that the Spring is in the air"
"2582","Seasons In The Sun","Terry Jacks","Seasons in the Sun",22,"Little children everywhere"
"2583","Seasons In The Sun","Terry Jacks","Seasons in the Sun",23,"When you see them I'll be there"
"2584","Seasons In The Sun","Terry Jacks","Seasons in the Sun",24,"We had joy, we had fun"
"2585","Seasons In The Sun","Terry Jacks","Seasons in the Sun",25,"We had seasons in the sun"
"2586","Seasons In The Sun","Terry Jacks","Seasons in the Sun",26,"But the wine and the song"
"2587","Seasons In The Sun","Terry Jacks","Seasons in the Sun",27,"Like the seasons, have all gone. x 2Goodbye Michelle, my little one"
"2588","Seasons In The Sun","Terry Jacks","Seasons in the Sun",28,"You gave me love and helped me find the sun"
"2589","Seasons In The Sun","Terry Jacks","Seasons in the Sun",29,"Every time that I was down"
"2590","Seasons In The Sun","Terry Jacks","Seasons in the Sun",30,"You would always come around"
"2591","Seasons In The Sun","Terry Jacks","Seasons in the Sun",31,"And get my feet back on the ground"
"2592","Seasons In The Sun","Terry Jacks","Seasons in the Sun",32,"Goodbye Michelle, it's hard to die"
"2593","Seasons In The Sun","Terry Jacks","Seasons in the Sun",33,"When all the birds are singing in the sky"
"2594","Seasons In The Sun","Terry Jacks","Seasons in the Sun",34,"Now that the Spring is in the air"
"2595","Seasons In The Sun","Terry Jacks","Seasons in the Sun",35,"With the flowers everywhere"
"2596","Seasons In The Sun","Terry Jacks","Seasons in the Sun",36,"I wish that we could both be there"
"2597","Seasons In The Sun","Terry Jacks","Seasons in the Sun",37,"We had joy, we had fun"
"2598","Seasons In The Sun","Terry Jacks","Seasons in the Sun",38,"We had seasons in the sun"
"2599","Seasons In The Sun","Terry Jacks","Seasons in the Sun",39,"But the stars we could reach"
"2600","Seasons In The Sun","Terry Jacks","Seasons in the Sun",40,"Were just starfish on the beach. x 2"
"2601","Seasons In The Sun","Terry Jacks","Seasons in the Sun",41,"We had joy, we had fun"
"2602","Seasons In The Sun","Terry Jacks","Seasons in the Sun",42,"We had seasons in the sun"
"2603","Seasons In The Sun","Terry Jacks","Seasons in the Sun",43,"But the wine and the song"
"2604","Seasons In The Sun","Terry Jacks","Seasons in the Sun",44,"Like the seasons, have all gone"
"2605","Seasons In The Sun","Terry Jacks","Seasons in the Sun",45,"All our lives, we had fun"
"2606","Seasons In The Sun","Terry Jacks","Seasons in the Sun",46,"We had seasons in the sun"
"2607","Seasons In The Sun","Terry Jacks","Seasons in the Sun",47,"But the hills that we climbed"
"2608","Seasons In The Sun","Terry Jacks","Seasons in the Sun",48,"Were just seasons out of time"
"2609","Dark Lady","Cher","Dark Lady",1,"The fortune queen of New Orleans"
"2610","Dark Lady","Cher","Dark Lady",2,"Was brushing her cat in her black limousine"
"2611","Dark Lady","Cher","Dark Lady",3,"On the back seat were scratches from"
"2612","Dark Lady","Cher","Dark Lady",4,"The marks of men, her fortune she had won"
"2613","Dark Lady","Cher","Dark Lady",5,"I couldn't see through the tinted glass;"
"2614","Dark Lady","Cher","Dark Lady",6,"She said, ""Home, James"" and he hit the gas"
"2615","Dark Lady","Cher","Dark Lady",7,"I followed her to some darkened room"
"2616","Dark Lady","Cher","Dark Lady",8,"She took my money, she said, ""I'll be with you soon"""
"2617","Dark Lady","Cher","Dark Lady",9,"Dark lady laughed and danced"
"2618","Dark Lady","Cher","Dark Lady",10,"And lit the candles one by one;"
"2619","Dark Lady","Cher","Dark Lady",11,"Danced to her gypsy music"
"2620","Dark Lady","Cher","Dark Lady",12,"'Till her brew was done..."
"2621","Dark Lady","Cher","Dark Lady",13,"Dark lady played black magic"
"2622","Dark Lady","Cher","Dark Lady",14,"'Till the clock struck on the twelve"
"2623","Dark Lady","Cher","Dark Lady",15,"She told me more about me"
"2624","Dark Lady","Cher","Dark Lady",16,"Than I knew myself..."
"2625","Dark Lady","Cher","Dark Lady",17,"She dealt two cards, a queen and a three"
"2626","Dark Lady","Cher","Dark Lady",18,"And mumbled some words that were so strange to me"
"2627","Dark Lady","Cher","Dark Lady",19,"And then she turned up a two-eyed jack"
"2628","Dark Lady","Cher","Dark Lady",20,"My eyes saw red but the card still stayed black"
"2629","Dark Lady","Cher","Dark Lady",21,"She said, ""The man you love is secretly true"
"2630","Dark Lady","Cher","Dark Lady",22,"To someone else who is very close to you!My advice is that you leave this place"
"2631","Dark Lady","Cher","Dark Lady",23,"Never come back, and forget you ever saw my face!"""
"2632","Dark Lady","Cher","Dark Lady",24,"Dark lady laughed and danced"
"2633","Dark Lady","Cher","Dark Lady",25,"And lit the candles one by one;"
"2634","Dark Lady","Cher","Dark Lady",26,"Danced to her gypsy music"
"2635","Dark Lady","Cher","Dark Lady",27,"Till her brew was done..."
"2636","Dark Lady","Cher","Dark Lady",28,"Dark lady played black magic"
"2637","Dark Lady","Cher","Dark Lady",29,"Till the clock struck on the twelve"
"2638","Dark Lady","Cher","Dark Lady",30,"She told me more about me"
"2639","Dark Lady","Cher","Dark Lady",31,"Than I knew myself..."
"2640","Dark Lady","Cher","Dark Lady",32,"So I ran home and crawled in my bed"
"2641","Dark Lady","Cher","Dark Lady",33,"I couldn't sleep because of all the things she said"
"2642","Dark Lady","Cher","Dark Lady",34,"Then I remembered her strange perfume"
"2643","Dark Lady","Cher","Dark Lady",35,"And how I smelled it once in my own room"
"2644","Dark Lady","Cher","Dark Lady",36,"So I snuck back and caught her with my man;"
"2645","Dark Lady","Cher","Dark Lady",37,"Laughing and kissing til they saw the gun in my hand..."
"2646","Dark Lady","Cher","Dark Lady",38,"The next thing I knew they were dead on the floor--"
"2647","Dark Lady","Cher","Dark Lady",39,"Dark Lady would never turn a card up anymore!"
"2648","Dark Lady","Cher","Dark Lady",40,"Dark lady laughed and danced"
"2649","Dark Lady","Cher","Dark Lady",41,"And lit the candles one by one;"
"2650","Dark Lady","Cher","Dark Lady",42,"Danced to her gypsy music"
"2651","Dark Lady","Cher","Dark Lady",43,"Til her brew was done..."
"2652","Dark Lady","Cher","Dark Lady",44,"Dark lady played black magic"
"2653","Dark Lady","Cher","Dark Lady",45,"Till the clock struck on the twelve"
"2654","Dark Lady","Cher","Dark Lady",46,"She told me more about me"
"2655","Dark Lady","Cher","Dark Lady",47,"Than I knew myself..."
"2656","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",1,"Sunshine on my shoulders makes me happy"
"2657","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",2,"Sunshine in my eyes can make me cry"
"2658","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",3,"Sunshine on the water looks so lovely"
"2659","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",4,"Sunshine almost always makes me high"
"2660","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",5,"If I had a day that I could give you"
"2661","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",6,"I'd give to you the day just like today"
"2662","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",7,"If I had a song that I could sing for you"
"2663","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",8,"I'd sing a song to make you feel this way"
"2664","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",9,"Sunshine on my shoulders makes me happy"
"2665","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",10,"Sunshine in my eyes can make me cry"
"2666","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",11,"Sunshine on the water looks so lovely"
"2667","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",12,"Sunshine almost always makes me high"
"2668","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",13,"If I had a tale that I could tell you"
"2669","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",14,"I'd tell a tale sure to make you smile"
"2670","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",15,"If I had a wish that I could wish for you"
"2671","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",16,"I'd make a wish for sunshine for all the while"
"2672","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",17,"Sunshine on my shoulders makes me happy"
"2673","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",18,"Sunshine in my eyes can make me cry"
"2674","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",19,"Sunshine on the water looks so lovely"
"2675","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",20,"Sunshine almost always makes me high"
"2676","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",21,"Sunshine almost all the time makes me high"
"2677","Sunshine On My Shoulders","John Denver","Sunshine on My Shoulders",22,"Sunshine almost always"
"2678","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",1,"Ooga-Chaka Ooga-Ooga"
"2679","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",2,"Ooga-Chaka Ooga-Ooga"
"2680","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",3,"Ooga-Chaka Ooga-Ooga"
"2681","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",4,"Ooga-Chaka Ooga-Ooga"
"2682","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",5,"I can't stop this feeling deep inside of me"
"2683","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",6,"Girl, you just don't realize what you do to me"
"2684","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",7,"When you hold me in your arms so tight"
"2685","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",8,"You let me know everything's all right"
"2686","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",9,"I'm hooked on a feeling"
"2687","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",10,"I'm high on believing"
"2688","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",11,"That you're in love with me"
"2689","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",12,"Lips as sweet as candy, its taste is on my mind"
"2690","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",13,"Girl, you got me thirsty for another cup o' wine"
"2691","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",14,"Got a bug from you, girl, but I don't need no cure"
"2692","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",15,"I'll just stay a victim if I can for sure"
"2693","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",16,"All the good love when we're all alone"
"2694","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",17,"Keep it up, girl, yeah, you turn me on"
"2695","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",18,"I'm hooked on a feeling"
"2696","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",19,"I'm high on believing"
"2697","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",20,"That you're in love with me"
"2698","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",21,"All the good love"
"2699","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",22,"(Ooga-Chaka Ooga-Ooga)"
"2700","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",23,"When we're all alone"
"2701","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",24,"(Ooga-Chaka Ooga-Ooga)"
"2702","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",25,"Keep it up, girl"
"2703","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",26,"(Ooga-Chaka Ooga-Ooga)"
"2704","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",27,"Yeah, you turn me on"
"2705","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",28,"(Ooga-Chaka Ooga-Ooga)"
"2706","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",29,"I'm hooked on a feeling"
"2707","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",30,"I'm high on believing"
"2708","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",31,"That you're in love with me"
"2709","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",32,"I'm hooked on a feeling"
"2710","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",33,"And high on believing"
"2711","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",34,"That you're in love with me"
"2712","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",35,"I said I'm hooked on a feeling"
"2713","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",36,"And I'm high on believing"
"2714","Hooked On A Feeling","Blue Swede","Hooked on a Feeling",37,"That you're in love with me"
"2715","Bennie And The Jets","Elton John","Bennie and the Jets",1,"Hey kids, shake it loose together"
"2716","Bennie And The Jets","Elton John","Bennie and the Jets",2,"The spotlight's hitting something"
"2717","Bennie And The Jets","Elton John","Bennie and the Jets",3,"That's been known to change the weather"
"2718","Bennie And The Jets","Elton John","Bennie and the Jets",4,"We'll kill the fatted calf tonight"
"2719","Bennie And The Jets","Elton John","Bennie and the Jets",5,"So stick around"
"2720","Bennie And The Jets","Elton John","Bennie and the Jets",6,"You're gonna hear electric music"
"2721","Bennie And The Jets","Elton John","Bennie and the Jets",7,"Solid walls of sound"
"2722","Bennie And The Jets","Elton John","Bennie and the Jets",8,"Say, Candy and Ronnie, have you seen them yet?"
"2723","Bennie And The Jets","Elton John","Bennie and the Jets",9,"Ooh, but they're so spaced out"
"2724","Bennie And The Jets","Elton John","Bennie and the Jets",10,"B-B-B-Bennie and the Jets"
"2725","Bennie And The Jets","Elton John","Bennie and the Jets",11,"Oh, but they're weird and they're wonderful"
"2726","Bennie And The Jets","Elton John","Bennie and the Jets",12,"Oh, Bennie, she's really keen"
"2727","Bennie And The Jets","Elton John","Bennie and the Jets",13,"She's got electric boots"
"2728","Bennie And The Jets","Elton John","Bennie and the Jets",14,"A mohair suit"
"2729","Bennie And The Jets","Elton John","Bennie and the Jets",15,"You know I read it in a magazine"
"2730","Bennie And The Jets","Elton John","Bennie and the Jets",16,"B-B-B-Bennie and the Jets"
"2731","Bennie And The Jets","Elton John","Bennie and the Jets",17,"Hey kids, plug into the faithless"
"2732","Bennie And The Jets","Elton John","Bennie and the Jets",18,"Maybe they're blinded"
"2733","Bennie And The Jets","Elton John","Bennie and the Jets",19,"But Bennie makes them ageless"
"2734","Bennie And The Jets","Elton John","Bennie and the Jets",20,"We shall survive, let us take ourselves along"
"2735","Bennie And The Jets","Elton John","Bennie and the Jets",21,"Where we fight our parents out in the streets"
"2736","Bennie And The Jets","Elton John","Bennie and the Jets",22,"To find who's right and who's wrong"
"2737","Bennie And The Jets","Elton John","Bennie and the Jets",23,"Say, Candy and Ronnie, have you seen them yet?"
"2738","Bennie And The Jets","Elton John","Bennie and the Jets",24,"Ooh, but they're so spaced out"
"2739","Bennie And The Jets","Elton John","Bennie and the Jets",25,"B-B-B-Bennie and the Jets"
"2740","Bennie And The Jets","Elton John","Bennie and the Jets",26,"Oh, but they're weird and they're wonderful"
"2741","Bennie And The Jets","Elton John","Bennie and the Jets",27,"Oh, Bennie, she's really keen"
"2742","Bennie And The Jets","Elton John","Bennie and the Jets",28,"She's got electric boots"
"2743","Bennie And The Jets","Elton John","Bennie and the Jets",29,"A mohair suit"
"2744","Bennie And The Jets","Elton John","Bennie and the Jets",30,"You know I read it in a magazine"
"2745","Bennie And The Jets","Elton John","Bennie and the Jets",31,"B-B-B-Bennie and the Jets"
"2746","Bennie And The Jets","Elton John","Bennie and the Jets",32,"Oh, Candy and Ronnie, have you seen them yet?"
"2747","Bennie And The Jets","Elton John","Bennie and the Jets",33,"Ooh, but they're so spaced out"
"2748","Bennie And The Jets","Elton John","Bennie and the Jets",34,"B-B-B-B-B-Bennie and the Jets"
"2749","Bennie And The Jets","Elton John","Bennie and the Jets",35,"Oh, but they're weird and they're wonderful"
"2750","Bennie And The Jets","Elton John","Bennie and the Jets",36,"Oh, Bennie, she's really keen"
"2751","Bennie And The Jets","Elton John","Bennie and the Jets",37,"She's got electric boots"
"2752","Bennie And The Jets","Elton John","Bennie and the Jets",38,"A mohair suit"
"2753","Bennie And The Jets","Elton John","Bennie and the Jets",39,"You know I read it in a magazine"
