"","Title","Artist","track_title","line","lyric"
"2754","Bennie And The Jets","Elton John","Bennie and the Jets",40,"B-B-B-Bennie and the Jets"
"2755","Bennie And The Jets","Elton John","Bennie and the Jets",41,"Bennie, Bennie and the Jets"
"2756","Bennie And The Jets","Elton John","Bennie and the Jets",42,"Bennie, Bennie, Bennie, Bennie and the Jets"
"2757","Bennie And The Jets","Elton John","Bennie and the Jets",43,"Bennie, Bennie, Bennie, Bennie, Bennie and the Jets"
"2758","Bennie And The Jets","Elton John","Bennie and the Jets",44,"Bennie, Bennie, Bennie, Bennie and the Jets"
"2759","Bennie And The Jets","Elton John","Bennie and the Jets",45,"Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie and the Jets, the Jets, the Jets"
"2760","Bennie And The Jets","Elton John","Bennie and the Jets",46,"Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie and the Jets"
"2761","TSOP The Sound Of Philadelphia","MFSB","T.S.O.P. (The Sound of Philadelphia)",1,"Let's get it on, it's time to get down"
"2762","TSOP The Sound Of Philadelphia","MFSB","T.S.O.P. (The Sound of Philadelphia)",2,"Let's get it on, it's time to get down"
"2763","TSOP The Sound Of Philadelphia","MFSB","T.S.O.P. (The Sound of Philadelphia)",3,"Let's get it on, it's time to get down"
"2764","TSOP The Sound Of Philadelphia","MFSB","T.S.O.P. (The Sound of Philadelphia)",4,"Let's get it on, it's time to get down"
"2765","The Streak","Ray Stevens","The Streak",1,"(Reporter):"
"2766","The Streak","Ray Stevens","The Streak",2,"Hello, everybody, this is your action news reporter with all the news"
"2767","The Streak","Ray Stevens","The Streak",3,"That is news across the nation, on the scene at the supermarket. There"
"2768","The Streak","Ray Stevens","The Streak",4,"Seems to have been some disturbance here. Pardon me, sir, did you see"
"2769","The Streak","Ray Stevens","The Streak",5,"What happened?"
"2770","The Streak","Ray Stevens","The Streak",6,"(Witness):Yeah, I did. I's standin' overe there by the tomaters, and here he"
"2771","The Streak","Ray Stevens","The Streak",7,"Come, running through the pole beans, through the fruits and vegetables"
"2772","The Streak","Ray Stevens","The Streak",8,"Nekkid as a jay bird. And I hollered over to Ethel, I said, ""Don't"
"2773","The Streak","Ray Stevens","The Streak",9,"Look, Ethel!"" But it's too late, she'd already been incensed"
"2774","The Streak","Ray Stevens","The Streak",10,"(Chorus)"
"2775","The Streak","Ray Stevens","The Streak",11,"Here he comes, look at that, look at that"
"2776","The Streak","Ray Stevens","The Streak",12,"There he goes, look at that, look at that"
"2777","The Streak","Ray Stevens","The Streak",13,"And he ain't wearin' no clothes"
"2778","The Streak","Ray Stevens","The Streak",14,"Oh, yes, they call him the Streak"
"2779","The Streak","Ray Stevens","The Streak",15,"Look at that, look at that"
"2780","The Streak","Ray Stevens","The Streak",16,"Fastest thing on two feet"
"2781","The Streak","Ray Stevens","The Streak",17,"Look at that, look at that"
"2782","The Streak","Ray Stevens","The Streak",18,"He's just as proud as he can be"
"2783","The Streak","Ray Stevens","The Streak",19,"Of his anatomy"
"2784","The Streak","Ray Stevens","The Streak",20,"He goin' give us a peek"
"2785","The Streak","Ray Stevens","The Streak",21,"Oh, yes, they call him the Streak"
"2786","The Streak","Ray Stevens","The Streak",22,"Look at that, look at that"
"2787","The Streak","Ray Stevens","The Streak",23,"He likes to show off his physique"
"2788","The Streak","Ray Stevens","The Streak",24,"Look at that, look at that"
"2789","The Streak","Ray Stevens","The Streak",25,"If there's an audience to be found"
"2790","The Streak","Ray Stevens","The Streak",26,"He'll be streakin' around"
"2791","The Streak","Ray Stevens","The Streak",27,"Invitin' public critique"
"2792","The Streak","Ray Stevens","The Streak",28,"(Reporter):"
"2793","The Streak","Ray Stevens","The Streak",29,"This is your action news reporter once again, and we're here at the gas"
"2794","The Streak","Ray Stevens","The Streak",30,"Station. Pardon me, sir, did you see what happened?"
"2795","The Streak","Ray Stevens","The Streak",31,"(Witness):"
"2796","The Streak","Ray Stevens","The Streak",32,"Yeah, I did. I's just in here gettin my tires checked, he just appeared"
"2797","The Streak","Ray Stevens","The Streak",33,"Out of the traffic. Come streakin' around the grease rack there, didn't"
"2798","The Streak","Ray Stevens","The Streak",34,"Have nothin' on but a smile. I looked in there, and Ethel was gettin'"
"2799","The Streak","Ray Stevens","The Streak",35,"Her a cold drink. I hollered, ""Don't look, Ethel!"" But it was too"
"2800","The Streak","Ray Stevens","The Streak",36,"Late. She'd already been mooned. Flashed her right there in front of"
"2801","The Streak","Ray Stevens","The Streak",37,"The shock absorbers"
"2802","The Streak","Ray Stevens","The Streak",38,"(Chorus)"
"2803","The Streak","Ray Stevens","The Streak",39,"He ain't crude, look at that, look at that"
"2804","The Streak","Ray Stevens","The Streak",40,"He ain't lewd, look at that, look at that"
"2805","The Streak","Ray Stevens","The Streak",41,"He's just in the mood to run in the nude"
"2806","The Streak","Ray Stevens","The Streak",42,"Oh, yes, they call him the Streak"
"2807","The Streak","Ray Stevens","The Streak",43,"Look at that, look at that"
"2808","The Streak","Ray Stevens","The Streak",44,"He likes to turn the other cheek"
"2809","The Streak","Ray Stevens","The Streak",45,"Look at that, look at that"
"2810","The Streak","Ray Stevens","The Streak",46,"He's always makin' the news"
"2811","The Streak","Ray Stevens","The Streak",47,"Wearin' just his tennis shoes"
"2812","The Streak","Ray Stevens","The Streak",48,"Guess you could call him unique"
"2813","The Streak","Ray Stevens","The Streak",49,"(Reporter):"
"2814","The Streak","Ray Stevens","The Streak",50,"Once again, your action news reporter in the booth at the gym, covering"
"2815","The Streak","Ray Stevens","The Streak",51,"The disturbance at the basketball playoff. Pardon me, sir, did you see"
"2816","The Streak","Ray Stevens","The Streak",52,"What happened?"
"2817","The Streak","Ray Stevens","The Streak",53,"(Witness):"
"2818","The Streak","Ray Stevens","The Streak",54,"Yeah, I did. Half time, I's just goin' down thar to get Ethel a snow"
"2819","The Streak","Ray Stevens","The Streak",55,"Cone. And here he come, right out of the cheap seats, dribbling, right"
"2820","The Streak","Ray Stevens","The Streak",56,"Down the middle of the court. Didn't have on nothing but his PF's"
"2821","The Streak","Ray Stevens","The Streak",57,"Made a hook shot and got out through the concessions stand. I hollered up"
"2822","The Streak","Ray Stevens","The Streak",58,"At Ethel, I said, ""Don't look, Ethel!"" But it was too late. She'd"
"2823","The Streak","Ray Stevens","The Streak",59,"Already got a free shot. Grandstandin', right there in front of the"
"2824","The Streak","Ray Stevens","The Streak",60,"Home team"
"2825","The Streak","Ray Stevens","The Streak",61,"(Chorus) (Witness):"
"2826","The Streak","Ray Stevens","The Streak",62,"Oh, yes, they call him the Streak Here he comes again"
"2827","The Streak","Ray Stevens","The Streak",63,"Look at that, look at that Who's that with him?"
"2828","The Streak","Ray Stevens","The Streak",64,"The fastest thing on two feet Ethel? Is that you, Ethel?"
"2829","The Streak","Ray Stevens","The Streak",65,"Look at that, look at that What do you think you're"
"2830","The Streak","Ray Stevens","The Streak",66,"He's just as proud as he can be doin'? You git your"
"2831","The Streak","Ray Stevens","The Streak",67,"Of his anatomy clothes on!"
"2832","The Streak","Ray Stevens","The Streak",68,"He's gonna give us a peek"
"2833","The Streak","Ray Stevens","The Streak",69,"Oh, yes, they call him the Streak Ethel! Where you goin'?"
"2834","The Streak","Ray Stevens","The Streak",70,"Look at that, look at that Ethel, you shameless"
"2835","The Streak","Ray Stevens","The Streak",71,"He likes to show off his physique hussy! Say it isn't so"
"2836","The Streak","Ray Stevens","The Streak",72,"Look at that, look at that Ethel! Ethelllllll!!!"
"2837","The Streak","Ray Stevens","The Streak",73,"If there's an audience to be found"
"2838","The Streak","Ray Stevens","The Streak",74,"He'll be streakin' around"
"2839","The Streak","Ray Stevens","The Streak",75,"Invitin' public critique"
"2840","Band On The Run","Paul McCartney","Band on the Run (Live)",1,"Stuck inside these four walls"
"2841","Band On The Run","Paul McCartney","Band on the Run (Live)",2,"Sent inside forever"
"2842","Band On The Run","Paul McCartney","Band on the Run (Live)",3,"Never seeing no one nice again"
"2843","Band On The Run","Paul McCartney","Band on the Run (Live)",4,"Like you, mama"
"2844","Band On The Run","Paul McCartney","Band on the Run (Live)",5,"You, mama"
"2845","Band On The Run","Paul McCartney","Band on the Run (Live)",6,"You"
"2846","Band On The Run","Paul McCartney","Band on the Run (Live)",7,"If I ever get out of here"
"2847","Band On The Run","Paul McCartney","Band on the Run (Live)",8,"Thought of giving it all away"
"2848","Band On The Run","Paul McCartney","Band on the Run (Live)",9,"To a registered charity"
"2849","Band On The Run","Paul McCartney","Band on the Run (Live)",10,"All I need is a pint a day"
"2850","Band On The Run","Paul McCartney","Band on the Run (Live)",11,"If I ever get out of here"
"2851","Band On The Run","Paul McCartney","Band on the Run (Live)",12,"If we ever get out of here"
"2852","Band On The Run","Paul McCartney","Band on the Run (Live)",13,"Well, the rain exploded with a mighty crash"
"2853","Band On The Run","Paul McCartney","Band on the Run (Live)",14,"As we fell into the sun"
"2854","Band On The Run","Paul McCartney","Band on the Run (Live)",15,"And the first one said to the second one there"
"2855","Band On The Run","Paul McCartney","Band on the Run (Live)",16,"""I hope you're having fun"""
"2856","Band On The Run","Paul McCartney","Band on the Run (Live)",17,"Band on the run"
"2857","Band On The Run","Paul McCartney","Band on the Run (Live)",18,"Band on the run"
"2858","Band On The Run","Paul McCartney","Band on the Run (Live)",19,"And the jailer man and Sailor Sam"
"2859","Band On The Run","Paul McCartney","Band on the Run (Live)",20,"Were searching everyone"
"2860","Band On The Run","Paul McCartney","Band on the Run (Live)",21,"For the band on the run"
"2861","Band On The Run","Paul McCartney","Band on the Run (Live)",22,"Band on the run"
"2862","Band On The Run","Paul McCartney","Band on the Run (Live)",23,"For the band on the run"
"2863","Band On The Run","Paul McCartney","Band on the Run (Live)",24,"Band on the run"
"2864","Band On The Run","Paul McCartney","Band on the Run (Live)",25,"Well, the undertaker drew a heavy sigh"
"2865","Band On The Run","Paul McCartney","Band on the Run (Live)",26,"Seeing no one else had come"
"2866","Band On The Run","Paul McCartney","Band on the Run (Live)",27,"And a bell was ringing in the Village Square"
"2867","Band On The Run","Paul McCartney","Band on the Run (Live)",28,"For the rabbits on the run"
"2868","Band On The Run","Paul McCartney","Band on the Run (Live)",29,"Band on the run"
"2869","Band On The Run","Paul McCartney","Band on the Run (Live)",30,"Band on the run"
"2870","Band On The Run","Paul McCartney","Band on the Run (Live)",31,"And the jailer man and Sailor Sam"
"2871","Band On The Run","Paul McCartney","Band on the Run (Live)",32,"Were searching everyone"
"2872","Band On The Run","Paul McCartney","Band on the Run (Live)",33,"For the band on the run"
"2873","Band On The Run","Paul McCartney","Band on the Run (Live)",34,"Band on the run"
"2874","Band On The Run","Paul McCartney","Band on the Run (Live)",35,"Yeah, the band on the run"
"2875","Band On The Run","Paul McCartney","Band on the Run (Live)",36,"Band on the run"
"2876","Band On The Run","Paul McCartney","Band on the Run (Live)",37,"Band on the run"
"2877","Band On The Run","Paul McCartney","Band on the Run (Live)",38,"Band on the run"
"2878","Band On The Run","Paul McCartney","Band on the Run (Live)",39,"Well, the night was falling as the desert world"
"2879","Band On The Run","Paul McCartney","Band on the Run (Live)",40,"Began to settle down"
"2880","Band On The Run","Paul McCartney","Band on the Run (Live)",41,"In the town they're searching for us everywhere"
"2881","Band On The Run","Paul McCartney","Band on the Run (Live)",42,"But we never will be found"
"2882","Band On The Run","Paul McCartney","Band on the Run (Live)",43,"Band on the run"
"2883","Band On The Run","Paul McCartney","Band on the Run (Live)",44,"Band on the run"
"2884","Band On The Run","Paul McCartney","Band on the Run (Live)",45,"And the County Judge, who held a grudge"
"2885","Band On The Run","Paul McCartney","Band on the Run (Live)",46,"Will search forevermore"
"2886","Band On The Run","Paul McCartney","Band on the Run (Live)",47,"For the band on the run"
"2887","Band On The Run","Paul McCartney","Band on the Run (Live)",48,"Band on the run"
"2888","Band On The Run","Paul McCartney","Band on the Run (Live)",49,"Band on the run"
"2889","Band On The Run","Paul McCartney","Band on the Run (Live)",50,"Band on the run"
"2890","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",1,"The marching band came down along main street"
"2891","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",2,"The soldier blues fell in behind"
"2892","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",3,"I looked across and there I saw Billy"
"2893","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",4,"Waiting to go and join the line"
"2894","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",5,"And with her head upon his shoulder"
"2895","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",6,"His young and lovely fiance"
"2896","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",7,"From where I stood I saw she was cryin'"
"2897","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",8,"And through her tears I heard her say:"
"2898","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",9,"Billy don't be a hero"
"2899","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",10,"Don't be a fool with your life"
"2900","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",11,"Billy don't be a hero ""Come back and make me your wife"""
"2901","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",12,"And as Billy started to go she said ""Keep your pretty head low"""
"2902","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",13,"Billy don't be a hero ""Come back to me"""
"2903","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",14,"The soldier blues were trapped on a hillside"
"2904","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",15,"The battle ragin' all around"
"2905","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",16,"The sergeant cried ""We've gotta hang on boys"
"2906","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",17,"We gotta hold this piece of ground"
"2907","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",18,"I need a volunteer to ride out"
"2908","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",19,"And bring us back some extra men."""
"2909","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",20,"And Billy's hand was up in a moment"
"2910","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",21,"Forgetting all the words she said. She said:"
"2911","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",22,"Billy don't be a hero"
"2912","Billy Dont Be A Hero","Bo Donaldson","Billy, Don't Be A Hero",23,"Don't be a fool with your life..."
